,Unnamed: 0,ID,text,image,text.1,image.1,text.2,image.2,tweet,text_polarity,image_polarity,polarity
7513,7513,10481,-1,-1,-1,0,-1,-1,Felt #earthquake M2.4 strikes 7 km N of #Abbotsford (#Canada) 19 min ago. Please report to: http://t.co/fAjgHCXfMd,-1,-1,-1
7514,7514,10483,1,1,1,1,0,-1,MenÃ¢â¬â¢s '15 @CanadaGooseInc Arctic Collection is available now #AskAnyOneWhoKnows #CanadaGoose http://t.co/8Agj5zJU30,1,1,1
7515,7515,10484,1,1,1,1,-1,1,"Oh, hi @ChefCoryV. Can't wait to see the #ChefinyourEar premiere tn on #FoodNetworkCanada #shawnanigans",1,1,1
7516,7516,10485,0,0,1,0,0,0,RT IF YOU'RE FROM ONTARIO #CANADAMATTERS5SOS,1,0,1
7517,7517,10486,1,1,1,1,0,0,#FeaturedJob - Job Opportunity in #LdnOnt Production #ExpressLdn #ExpressPros #CanadaEmployed https://t.co/DCiuh4gFqg,1,1,1
7518,7518,10487,0,-1,-1,-1,1,-1,"""""5sos forgetting Canada"""" #CANADAMATTERS5SOS",0,-1,-1
7519,7519,10488,0,0,1,1,-1,1,"Rise and shine, #MahoneBay! #ThreeChurches #NovaScotia #Canada http://t.co/3BRsmzWhYy",0,1,1
7520,7520,10489,-1,1,1,1,-1,1,the Blackberry Festival in #PowellRiver is an annual week-long tradition. | #ExploreBC #StudyInCanada,-1,1,0
7521,7521,10490,1,0,0,1,0,0,Waterfalls ?? #adventuretravel discover all!! #ontario love #canada #water,1,1,1
7522,7522,10491,1,1,1,1,1,1,Where else can you find such natural beauty? #northernontario #Canada,1,1,1
7523,7523,10492,1,1,0,0,1,1,@Listen2Lena #LeafsNation #shareacokecanada family pic nic always the best time,1,1,1
7524,7524,10493,0,0,1,0,0,0,#stampinup weekly deals! #stampindolce #stampinupcanada #YEGstampinup http://t.co/wvTXKB3aad,1,0,1
7525,7525,10494,1,1,1,1,1,1,IT is sooo hot today!! Naked monkeys at :) #canada #halifax #novascotia @Kraveburger #usa http://t.co/0nCdTptSYx,1,1,1
7526,7526,10495,-1,-1,1,-1,-1,-1,"""""Forest City'? tree root damage at 1 site where #CanadaPost imposed group #mailbox to cut #door2door mail in #LndOnt",-1,-1,-1
7527,7527,10496,1,1,1,1,1,1,Another hazy #summer day in the city. Better enjoy the heat while it lasts! #Toronto #Canada,1,1,1
7528,7528,10497,0,0,1,1,0,0,Handmade sock monkeys! #halifax #canada #maritimes @ILOVELOCALHFX @Kraveburger #NovaScotia http://t.co/0nCdTpchzX,1,1,1
7529,7529,10498,0,1,1,1,0,1,@BlueJays this is how I celebrate !! #CanadaJays #BeatTheLine,1,1,1
7530,7530,10499,0,0,1,1,0,0,#yqg #detroit #WindsorExpress of #NBLCanada Free Agent Combine. U.S. players invited http://t.co/2aFcbMlTsp,1,1,1
7531,7531,10500,1,1,1,1,0,1,@TheEllenShow thanks for the win today #CasinoNovaScotia #Canada #Winning,1,1,1
7532,7532,10501,1,1,1,1,1,1,Canada's basketball future is so bright! Road To #Rio2016 ????Lets do it ???????????? #WeAreTeamCanada #TeamCanada #RoadToRio,1,1,1
7533,7533,10502,1,1,0,1,1,1,#WorldBeardDay from the Nations Capital #Canada,1,1,1
7534,7534,10503,1,1,0,1,1,1,The pond interprets eternity_RLangen #AlgonquinPark #Canada #GabyBrossard #mystyle #myway #tinycamerachallenge,1,1,1
7535,7535,10504,0,0,1,1,1,1,Vote 4 #My2017Coins to celebrate #Canada150 in 2017. Choose your 5 favourite designs @ http://t.co/faSk4naDAo,1,1,1
7536,7536,10505,0,0,0,0,1,1,Jason lives here. #summer #canada #ontario #nature #trees #cottage #lake #fridaythe13th #campcrystallake #crystallake,1,1,1
7537,7537,10506,1,1,1,1,1,1,"The sun sets over the prairies in #GrasslandsNP, Saskatchewan. #ExploreCanada #ExploreSask",1,1,1
7538,7538,10507,1,0,1,0,1,0,"Thank you @WandWmusic for your time. An Amazing, energy-filled set @LeBeachClub #montreal #canada @voxcrate",1,0,1
7539,7539,10508,1,1,1,1,0,1,#WorldRecord attempt at largest @googlemaps marker #Dronie. #yeg #yegdt #Canada @GWR #Google http://t.co/Hy3jUItIMR,1,1,1
7540,7540,10509,0,1,1,1,1,1,#Muskoka - Who said #LA only had breathtaking #sunsets? #LaborDay #Weekend #Canada,1,1,1
7541,7541,10510,1,0,1,1,0,0,"Good morning, St. John's, NL. #Canada http://t.co/TstRJxAWOc",1,1,1
7542,7542,10511,-1,-1,0,-1,0,-1,Here's a tip @McDonalds #Canada you built frustration not brand waiting 5:30 mins for free #wifi @GOtransit #Whitby,-1,-1,-1
7543,7543,10512,-1,0,0,0,0,0,Shout out to my boy @bradyheslip on his way to the #FIBAAmericas #TEAMCANADA,-1,0,-1
7544,7544,10513,1,1,0,1,0,0,Check out my new #Facebook fanpage #volleyball #teamcanada @VBallCanada @VolleyballSM @AthletesAbroad1 @fitaxcultures,1,1,1
7545,7545,10514,0,1,1,1,1,1,"A new no-frills low cost airline service? For #Canada? Yes, please! Thanks again for hosting @assiniboiacc #FlyAway",1,1,1
7546,7546,10515,1,1,1,0,1,1,"Going somewhere fancy, #baby? Adorable, organic and #madeincanada! #mistertee #electrikkidz #formalwear",1,1,1
7547,7547,10516,1,0,0,0,0,0,Take a listen to our Audio AD for ! ! :) #canada #novascotia #halifax http://t.co/0nCdTptSYx https://t.co/dDE4l78nIU,1,0,1
7548,7548,10517,1,0,1,0,0,0,"""""Pitch of Dreams"""" #RugbyUSAvsCanada @maccaottawa @TSN1200 #BeautyDay",1,0,1
7549,7549,10518,1,1,1,1,1,1,Just try taking it off.. The Big Warm sweater by @seedyoga_ ?? #madeincanada #feelmore in what you wear ?? seedyoga.ca,1,1,1
7550,7550,10519,1,1,1,1,1,1,???? summer adventures ???? #canada #ontario #hamilton #webstersfalls,1,1,1
7551,7551,10520,0,-1,0,1,1,1,#kawarthalakesnaturally On the #transcanadatrail by The Trestle Bridge #omemee #kawarthalakes,1,1,1
7552,7552,10521,0,0,1,0,0,0,"Curiosity:Antonio De Luca had never been on camera before @ExitEntrance #eyeoncanada @TIFF_NET we love him,and you?",1,0,1
7553,7553,10522,1,1,1,1,1,1,"Good rainy morning, Edmonton! #YEG #wheninCanada",1,1,1
7554,7554,10523,1,1,1,1,0,0,"Congratulations to @JenniferHa0201 on becoming professional!! Look out @LPGA , another #CDN ! #ABgolf #golfcanadagolf",1,1,1
7555,7555,10524,0,0,0,0,1,1,@OneKingWest iPhone 6 #Instagram Sunrise #Toronto #Canada,1,1,1
7556,7556,10525,0,0,0,1,0,-1,??SHAWL WORLD BOUTIQUE?? #Modest #Muslim #Women #Clothing #Store #LdnOnt #Toronto #Canada http://t.co/V4bxSb46bo,0,0,0
7557,7557,10526,1,1,1,0,1,1,Amazing seats in petty harbour newfoundland. Trying to work out how to get the puffin home.... #canada,1,1,1
7558,7558,10528,0,0,0,1,0,1,Hello #BelfastBoxers from #PortCredit #Ontario #Canada @Belfstboxers,0,1,1
7559,7559,10529,1,0,0,0,1,0,Shoe Lovers of London?? DSW opens tomorrow at 8 am! First 200 people get a $25 cash card #DSWCanada #Shoelover,1,0,1
7560,7560,10530,0,0,0,0,1,0,@EDC_Mag @OttawaCitizen @GlobalTV16x9 #DYK #Canada gave 893 #disabled #vets #CPPD? Not to keep tho. #sisip #offsets,1,0,1
7561,7561,10531,1,1,1,1,1,1,Enjoying Rum Cake.. Yum! (free shipping) and glued to #AmazingRaceCanada #WeTheNorth http://t.co/BfDDi6rgLl,1,1,1
7562,7562,10532,0,1,0,1,0,1,this picture literally kills me #Canada,0,1,1
7563,7563,10533,0,0,0,0,1,1,When in #canada. Poutine,1,1,1
7564,7564,10534,0,-1,0,-1,0,0,Last nights #mombachomoment. ?? #HumidorCigarCo #summer2015 #cigars #sotl #Woodbridge #Canada,0,-1,-1
7565,7565,10535,1,1,1,1,1,1,"Happily married, on my beautiful #honemoon at #Quebec #Canada ??????",1,1,1
7566,7566,10536,1,0,1,0,0,0,RT AND QUOTE WHERE YOU'RE FROM #canadamatters5sos,1,0,1
7567,7567,10537,1,1,1,1,1,0,#Sunset yesterday in #Montreal #Quebec #Canada #ilovemontreal #jaimemontreal #montrealpics #igersmontreal,1,1,1
7568,7568,10538,0,0,-1,-1,1,1,.@CityofLdnOnt staff claims that #CanadaPost should comply with #LndOnt tree protection norms (but ... see photo),0,0,0
7569,7569,10539,0,1,1,1,0,1,Hike up Scarborough Bluffs #wanderlust #hike #explore #canada #Toronto,1,1,1
7570,7570,10540,1,1,-1,-1,-1,-1,"On Sunday September 6, join us in saying, #NoToPakArmyInCanada. We don't want to have War Criminals on Canadian soil",-1,-1,-1
7571,7571,10541,-1,-1,-1,-1,1,-1,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #canpoli #LPC #Trudeau,-1,-1,-1
7572,7572,10542,0,0,0,0,0,0,That's Terry Langley &amp; members of @cupw protesting #CanadaPost mail delivery changes at the Harper rally #HamOnt,0,0,0
7573,7573,10543,0,-1,1,0,0,0,My life... #JustinBieberWhatDoYouMean Fight all day &amp; make love all night! #USAvCanadaRelationships,1,-1,0
7574,7574,10544,0,1,0,1,0,0,It's Blackberry Festival time! Explore #PowellRiver w/ us! #StudyInCanada,0,1,1
7575,7575,10545,1,0,1,0,0,0,Seems to be the trend lately. #CanadaVotes @CBCPolitics,1,0,1
7576,7576,10546,0,0,1,1,1,0,Canada's Hottest male models walk the runways of @TOM_FW #handsomeCanada #topmalemodels #Toronto,1,1,1
7577,7577,10547,1,1,1,1,0,0,Beautiful day for a ball game @BlueJays #ACERTweetToPlay sec 521L row 19 seat 105 #cometogether #Canadajays,1,1,1
7578,7578,10548,0,0,0,1,1,1,The one and only @MaestroFreshWes at @HamBeerFestival #hamont #hip-hop #godfather #Canada #luxalta,1,1,1
7579,7579,10549,1,-1,1,-1,0,0,Us otw to #ElCatrin at #DistilleryDistrict! @Distillery_TO #Toronto #Canada #Travel #Traveldiaries #Thor #Snapchat,1,-1,0
7580,7580,10550,0,1,0,1,1,1,#Frozenbirthdayparty from #stampindolce on the blog today! #stampinup #YEG #stampinupcanada http://t.co/3uh6oL6iTE,1,1,1
7581,7581,10551,1,1,1,1,1,1,Stay beautiful Canada ?? Just returned from an incredible trip ?? #canada #golf #Titleist #golfer @TitleistCA,1,1,1
7582,7582,10552,0,0,1,1,0,0,@isDARTHVADER airbrush coming soon .... made by : #JRA3 #Montreal #Canada #geek #mtl,1,1,1
7583,7583,10553,1,1,1,1,0,0,#Saskatchewan's Grasslands National Park my fave places in #Canada @ParksCanada_SK should be proud!! #landscape,1,1,1
7584,7584,10554,1,1,1,1,1,1,More #GetLuckee dim sum! @LuckeeTO #ExploreCanada @canadanim,1,1,1
7585,7585,10555,1,1,0,0,1,1,Tune in and cheer on the CB SMNT as they are working it vs Mexico #RoadToRio #quickpace #WeAreTeamCanada,1,1,1
7586,7586,10556,0,0,0,0,1,1,How much #forest is #harvested per year in #Canada? http://t.co/A9RVVRFhfy,1,1,1
7587,7587,10557,0,0,1,0,-1,0,Painfully close. #Canada,0,0,0
7588,7588,10558,1,0,1,0,0,0,Relaxing to another gr8 #AmazingRaceCanada show #Caribbean rum #cake and #wine #merlot http://t.co/BfDDi6rgLl,1,0,1
7589,7589,10559,1,1,0,0,1,1,Great 2nd set @vanopen Great weather too!!! ???????? #WestVancouver #Canada #VancouverIsAwesome VancouverIsAweso,1,1,1
7590,7590,10560,1,1,0,0,1,1,Excited to showcase photographer Tim Van Horn's inspirational mission to unite #Canada @canadianmosaic! @canada150th,1,1,1
7591,7591,10561,1,-1,0,0,1,1,Sunrise over #MontrÃÂ©al this morning. #QuÃÂ©bec #Canada,1,0,1
7592,7592,10562,0,0,0,0,0,0,Lots to see &amp; do at @NiagaraFalls ??! #niagarafalls #niagarafallscanada @ECAlertON125 @NiaFallsReview @TourismNiagara,0,0,0
7593,7593,10563,0,1,0,0,0,0,"Here are #CanadaÃ¢â¬â¢s largest cities, ranked by average household wealth. https://t.co/4v4HWgxrNU",0,1,1
7594,7594,10564,0,0,-1,-1,1,-1,"Help me out #Canada, who does Andrew Thomson, Mulcair's newest bff and mouthpiece remind you of?",0,-1,-1
7595,7595,10565,1,1,1,1,1,1,Enjoy your labour day Monday and let us cook 4u. #thegivingtree #kingofdonair #canadasoriginal #andthetreewashappy,1,1,1
7596,7596,10566,1,1,1,1,0,1,Ok #SalmaHayek is amazing... #photobomb @CherylHickeyETC #TIFF2015 #ETCanadaTIFF @etcanada #SeptembersOfShiraz,1,1,1
7597,7597,10567,0,0,1,1,0,0,Online shopping for #backtoschool? Lots of great #fall hats for students at #madeincanada http://t.co/gPb5hXggOw.,1,1,1
7598,7598,10568,1,0,1,1,0,1,"Our logo has changed a little, but it's the final one! #tnt #truenorthtales #explorecanada",1,1,1
7599,7599,10569,0,0,0,0,1,1,"Hey @Motts, what's up with the clamato juice? Is there a strong need for a clam/tomato combo? #ohcanada",1,1,1
7600,7600,10570,1,1,1,1,0,0,Happy Independence Day ????#TrinidadandTobago? from #Canada!???? @KamlaPBissessar #TriniDemGirls #Toronto,1,1,1
7601,7601,10571,1,1,0,0,1,0,Ice Ice Baby #isensewinteriscoming #vscocam #shotbythekid #niagra #Canada,1,1,1
7602,7602,10572,1,0,0,0,1,0,@justinbieber URGENT! RT #AmberAlert #Canada Toddler #ABDUCTION Share on #fb #FindHailey http://t.co/kLRgn3LHyr,1,0,1
7603,7603,10573,1,1,1,1,1,1,"Good morning, Waterloo, ON. #Canada http://t.co/uBRUSu0o6p",1,1,1
7604,7604,10574,0,0,1,0,0,1,"@vwhc @UN #POEMS """" TGIF POEM """" + FRIDAY ! THANK GOD ! A LONGWEEKEND , #CANADALABOURDAY SEPTEMBER 4, 2015 A.D. + ...",1,1,1
7605,7605,10575,1,-1,1,1,1,1,"Walking in the bush, like a bushwalking fool. #summer #daytrip #canada #ontario #nature #trees #cottage #green",1,1,1
7606,7606,10576,1,1,1,0,1,0,Awesome Handmade Nova Scotia Sock Monkeys! #halifax @RMSQueenMary2 #novascotia #canada #usa http://t.co/0nCdTptSYx,1,1,1
7607,7607,10577,1,1,0,1,1,1,And they ventured forth... #summer #daytrip #canada #ontario #nature #trees #cottage #green #mother #daughter,1,1,1
7608,7608,10578,1,1,1,1,1,1,"Good morning, St. John's, NL. #Canada http://t.co/TstRJxAWOc",1,1,1
7609,7609,10579,-1,-1,1,1,0,0,Unlocking #economic dev. requires a federal strategy for affordable #housing and #mobility. #CanadaVotes #CApoli,0,0,0
7610,7610,10580,0,1,0,0,1,1,Lake of the Stars #mountains #landscape #milkyway #stars #photography #Alberta #Canada http://t.co/ZdrjTZdQ0w,1,1,1
7611,7611,10581,1,0,1,1,1,1,@JimWatsonOttawa loves the toast with Avocados from Mexico! #avocatour #Ottawa #canada,1,1,1
7612,7612,10582,-1,0,1,1,1,1,Main St #Canada ....Yours To Recover!,1,1,1
7613,7613,10583,1,1,1,1,0,0,What have we done for you lately- @CARPNews update #CanadaPost #elderabuse #cdnhealth http://t.co/UOTpHu6BsK,1,1,1
7614,7614,10584,1,-1,1,0,0,1,Watching tennis. Because I can't play tennis. #tennis #usopen #papillon #dog #ldnont #canada #novak #lacoste #puppy,1,0,1
7615,7615,10585,1,1,0,0,-1,-1,When 5sos forgets that Canada is a country #CANADAMATTERS5SOS,0,0,0
7616,7616,10586,1,1,0,0,1,1,"""""The best of Canada across the globe"""" #aircanada #travelsmarter @TraceybellamyAC @sgoodfellow10 @ACbambina @rockylo4",1,1,1
7617,7617,10587,1,1,1,1,0,0,#WorldPhotographyDay ?? City View #Toronto #Ontario #Canada #Tdot #TheSix #SamsungPhotography #NoFilter,1,1,1
7618,7618,10588,0,0,0,0,0,0,Great speech from @SusanTruppe #leadership #Canadasafe,0,0,0
7619,7619,10589,-1,-1,0,1,0,0,Edmonton! @DougCoupland &amp; I will be at the @SIMONS_eng WEM store this Sat for #3DCanada #YEG http://t.co/wpdYUQppcl,-1,0,-1
7620,7620,10590,1,1,1,1,1,1,Fetch #Calgary #Alberta #Canada #dog #yyc #photography #Canon #love #cute http://t.co/L3qbcSpa9U,1,1,1
7621,7621,10591,1,-1,-1,-1,1,1,Does @MinChrisA sleep well? This kid could play on a Vancouver beach instead of dying on Turkey one. Shame on #Canada,1,-1,0
7622,7622,10592,0,0,0,0,0,0,"Good morning, Mississauga, ON. #Canada http://t.co/pCLvAQcu9G",0,0,0
7623,7623,10593,1,1,1,1,0,0,Ready to tackle #canadaswonderland with my sister Victoria ??????????,1,1,1
7624,7624,10594,0,0,-1,0,0,0,I wonder how much for a full service... #MrLube #Canada #Vancouver,-1,0,-1
7625,7625,10595,1,1,1,1,0,0,Last flight of #Beers in the US before #Canada..#KulshanBrewing in Bellingham #Washington..#Travel#Blessed,1,1,1
7626,7626,10596,1,1,1,1,0,0,@CanadaGooseInc #YYC #YEG Best luxury extreme-weather outerwear. Made in #Canada NEW #FW15 styles &amp; colours are here!,1,1,1
7627,7627,10597,-1,-1,0,1,1,1,Waiting to board #AirCanada flight back to Van. Should use my new #AngelWings #FeelLikeClarence #WhatAWonderfulLife!,0,1,1
7628,7628,10598,1,1,0,0,0,-1,Cant argue this....#wednesday #NameHarpersPlane #Canada,1,0,1
7629,7629,10599,1,1,1,1,0,0,"Good morning, Alert, NU. #Canada http://t.co/e8sEnGOwy7",1,1,1
7630,7630,10600,0,1,-1,-1,1,0,This is equally relevant to the Indigenous resistance in #canada #MMIW #BlackLivesMatter #stopharper,0,0,0
7631,7631,10601,0,0,1,1,0,1,"+60 #graffiti artists from #Canada paint murals under #DunbarBridge this Sat, #HoP2015 main event ? houseofpaint.ca",1,1,1
7632,7632,10602,0,1,1,1,0,1,Hello #Canada!,1,1,1
7633,7633,10603,0,-1,-1,-1,-1,-1,RT Now #AmberAlert Nationwide #Canada #USA #FindHailey #UNK kidnaps Hailey Dunbar-Blanchette after murdering her dad,-1,-1,-1
7634,7634,10604,0,0,0,1,1,1,#NavCanada #Bombardier #CRJ200ER taking off @yvrairport to actually go somewhere ?? #CYLW #Kelowna #BC #YVRSpotters,1,1,1
7635,7635,10605,1,1,1,1,1,1,"Good morning, Winnipeg, MB. #Canada http://t.co/NqJLhSfgDh",1,1,1
7636,7636,10606,0,0,0,0,1,1,@pmharper addressing #JalsaCanada @AMJconnect_ca @JalsaConnect,1,1,1
7637,7637,10607,1,1,-1,-1,1,0,#Freeshipping in #canada Check it out http://t.co/jeTuH1p6tg,1,0,1
7638,7638,10608,0,0,0,-1,1,0,So proud of you!@troyesivan #canada ??????,1,-1,0
7639,7639,10609,0,0,1,0,0,0,@calgarysun #AmberAlert RT! SHARE at #Canada #news #abduction #findHailey http://t.co/kLRgn3LHyr,1,0,1
7640,7640,10610,0,1,1,1,1,1,A view of #ParliamentHill through a window in the National Gallery of #Canada. #Ottawa #ottcity,1,1,1
7641,7641,10611,1,1,0,0,1,1,#canadavotes 2015. 5 things next Government should do to combat #climatechange http://t.co/wG3xsqKQie,1,1,1
7642,7642,10612,1,1,0,1,1,1,"Live from #GrandPrÃÂ©, land of Evangeline! #NovaScotia #Canada http://t.co/QhPJ7fAZvH",1,1,1
7643,7643,10613,1,1,1,1,0,1,Can't wait for the @CanadaSoccerEN game start! #GOCANADAGO,1,1,1
7644,7644,10614,1,1,1,1,1,0,I'm noms from In&amp;Out #Langley #In&amp;out #Canada :),1,1,1
7645,7645,10615,1,1,1,1,1,1,"Day223: Best #hike we've done in #Canada, Grizzly Lake.Reach the top &amp; you'll never forget the views #traveltips",1,1,1
7646,7646,10616,1,1,1,1,1,1,Wonderful American Women's Club lunch at #Tavolo today! New faces! ???????????? #americansincanada #expats #oakville #gtha,1,1,1
7647,7647,10617,0,0,0,0,1,1,Bienvenue+Welcome! Open for you! #GatineauHills #Airstream #explorecanada .@Guy_Theriault http://t.co/J3WthB6Umy,1,1,1
7648,7648,10618,0,-1,0,1,1,0,Last minute prep for the arrival of 14 #CanadaSpecialist agents in Manitoba tomorrow! #ExploreMB,1,0,1
7649,7649,10619,1,1,1,1,0,0,Today is our second Canadian anniversary! We left Italy and landed in Vancouver exactly 2 years ago! #misoincanada ????,1,1,1
7650,7650,10620,0,0,1,1,0,0,#JalsaCanada Last session is in progress,1,1,1
7651,7651,10621,1,0,0,1,1,0,You'll be always home ???? #toronto #Canada,1,1,1
7652,7652,10622,0,1,1,1,0,0,"Good morning, St. John's, NL. #Canada http://t.co/TstRJxAWOc",1,1,1
7653,7653,10623,0,1,-1,1,0,1,We are all the same poet_the same lover_the same solitary traveler_RLangen #steetsofToronto #Canada,-1,1,0
7654,7654,10624,0,0,1,1,0,0,Airbrush made by #JRA3 #Montreal #Quebec #canada live your life with your art,1,1,1
7655,7655,10625,1,1,1,1,1,1,Thanks @suzsimoni for this great photo! #travel #hitoronto #canada #Toronto,1,1,1
7656,7656,10626,-1,0,0,0,1,1,Why Buy Used Construction Equipment #usedequipment #wastemanagement #construction #Canada https://t.co/D9aCv9luGO,0,1,1
7657,7657,10627,-1,-1,-1,0,-1,0,"Already an hour late! Sigh. #AirCanada #FirstWorldProblem (@ Gate 81 in Richmond, BC) https://t.co/FU1XJmPSZL",-1,-1,-1
7658,7658,10628,0,0,0,-1,0,0,Graduated licensing helps new drivers and keeps our roads safer. Learn more: #AvivaCanada http://t.co/Bhpf0Hetvq,0,-1,-1
7659,7659,10629,1,1,1,1,1,1,@BrockUniversity most amazing #fencingmob15 @FIE_fencing prettiest campus in #canada #BadgerPride,1,1,1
7660,7660,10630,1,1,0,1,1,1,#FanExpoCanada today was fun. Got to meet @megturney Been watching #roosterteeth and #sourcefed for a long time!,1,1,1
7661,7661,10631,1,1,1,1,1,1,@Shutterstock THx4Following! OUR NEW EDITIONS #Vancouver @LUMAS #Lumas_Canada RETWEET http://t.co/EppcH8AFzq,1,1,1
7662,7662,10632,1,1,1,1,1,1,Enjoying the afternoon by the falls #NiagaraFalls #Canada,1,1,1
7663,7663,10633,0,0,0,0,0,1,Going down a rabbit hole @beakerhead @tourismcalgary #captureCalgary #explorecanada https://t.co/jz1lASR17g,0,1,1
7664,7664,10634,0,0,0,0,0,0,upper Canada Cool Queen Ice Pack #icepack #uppercanada #backtoschool #sale http://t.co/JSPCVzM8tm,0,0,0
7665,7665,10635,0,0,1,1,1,1,Replace all the paper towels in your house with an awesome Jude's Miracle Cloth! #madeincanada,1,1,1
7666,7666,10636,1,1,1,1,1,1,It is #Gameday in #Nebraska and we are supporting from #BritishColumbia #Canada. #GBR #noplacelikenebraska #B1G,1,1,1
7667,7667,10637,1,1,1,1,0,0,"Bisons around Liard River, #animals A magnificent place for wild life #BritishColumbia #Canada",1,1,1
7668,7668,10638,0,1,1,1,0,0,Early morning in a canoe @FairmontJPL #explorecanada #exploreab #howisummer #rockymountaineer,1,1,1
7669,7669,10639,-1,0,1,0,1,1,I must be in #Canada,1,1,1
7670,7670,10640,0,0,0,0,1,1,"Offering high performing, quality windows &amp; doors for industrial, residential &amp; institutional projects #Canada &amp; #USA",1,1,1
7671,7671,10641,1,0,1,0,0,0,Football is back !!!???? #football #nfl #greenbay #packersvsbears #Packers #Lacy #27 #JamesJones #Canada #brunette,1,0,1
7672,7672,10642,1,0,1,0,0,0,#NovaScotia #Canada #CEO's #Oceanfront Family Compound. Extraordinary #LuxuryRealEstate #luxe https://t.co/QSRCUMxUfr,1,0,1
7673,7673,10643,1,0,0,0,1,0,#Free $20 Gift Certificate for New Members in #August #Join #WATKINS #USE #SELL #CANADA #USA http://t.co/0WVB6CIqa7,1,0,1
7674,7674,10644,-1,0,0,0,1,1,This is me on @LinkedIn connect with me today. I'm starting to dig #LinkedIn #Canada #USA https://t.co/jmilJqxbht,0,1,1
7675,7675,10645,1,1,0,1,1,1,So this happened earlier this morning ?? #NiagaraFalls #Ontario #Canada,1,1,1
7676,7676,10646,0,0,0,1,1,1,Msg Federal Election Date to get FREE SHIPPING ANYWHERE IN CAN+50% OFF #canadavotes #toronto http://t.co/BfDDi6rgLl,1,1,1
7677,7677,10647,1,1,0,1,1,1,Another #Sunset in #Montreal #Quebec #Canada #ilovemontreal #jaimemontreal #montrealpics #igersmontreal #514,1,1,1
7678,7678,10648,0,1,0,1,0,0,10:13 am. Alarm clock - you can't control me. #unemployed #papillon #dog #ldnont #canada #morning,0,1,1
7679,7679,10649,-1,-1,1,1,0,-1,Puffins! #canada,0,-1,-1
7680,7680,10650,1,0,0,0,1,0,Welcome back to dance! We're ready for you. #dance #canada #kwawesome #tagtribes http://t.co/UboRq0Rww5,1,0,1
7681,7681,10651,0,1,1,1,1,1,Today I was actually in the six with my woes #blessed #toronto #canada,1,1,1
7682,7682,10652,0,0,-1,-1,0,1,GET THE LOOK: BURGUNDY CUT CREASE #beauty #krowdmagazine #canada #makeup #makeupartist http://t.co/XTlTsSwS29,-1,0,-1
7683,7683,10653,0,0,0,0,1,1,#Samsung #Canada rolls out the red carpet to launch #Galaxy S6 edge+ and #GalaxyNote5 http://t.co/qmsgk2uoU2,1,1,1
7684,7684,10654,0,1,1,1,0,1,STEVESTON bc || @Visit_Canada @VisitRichmondBC @richmondreview #beautifulbc #canada #travel @TravelMagazine #fb #home,1,1,1
7685,7685,10655,-1,-1,0,-1,0,1,#OnSet of 2015 #IFCO #DogmeChallenge filmed w #Bolex #Camera by #DenizBerkin. Screening TBA #canada #actor #classic,-1,-1,-1
7686,7686,10656,1,1,1,1,1,-1,Game night! #MonopolyCanada #family,1,1,1
7687,7687,10657,0,1,1,1,1,1,@WayneMcCullough my #BelfastBoxers shirt. Cracker . #PortCredit #Ontario #Canada,1,1,1
7688,7688,10658,1,0,1,0,0,0,Happy Labour Day everyone!! #LabourDay #canada #love,1,0,1
7689,7689,10660,1,1,1,1,1,1,@VBallCanada ?? is ready to #Rally4Rio! Game 2 here we go! #YEG #teamcanada #teamcanadavolleyball,1,1,1
7690,7690,10661,1,1,0,0,1,1,In Vancouver - organizing #RWC2015 events for Fans! #CarryThemHome #WearTheRose @EnglandRugby #Canada #YVR #rugby,1,1,1
7691,7691,10662,1,1,0,0,0,1,Follow #TeamTrudeau @JustinTrudeau #Montreal #Quebec #Canada,1,1,1
7692,7692,10663,0,0,1,1,1,1,"Good morning, St. John's, NL. #Canada http://t.co/TstRJxAWOc",1,1,1
7693,7693,10664,0,1,1,1,1,1,#IndianaJones is in #Netflix #Japan. I show you how to access this movie #Canada https://t.co/GdDNOXRhYj,1,1,1
7694,7694,10665,1,1,0,1,1,1,#TGIFC17! take the back to school challenge! #stampinup #stampindolce #stampinupcanada http://t.co/rIraAjjH0v,1,1,1
7695,7695,10666,-1,0,0,0,0,-1,@mag_cougar glasses #TomEhead is hanging on the porch today. #CanadaHouse,-1,-1,-1
7696,7696,10667,1,0,1,0,0,0,@ONAboriginal natives aren't the only ones. #BlackLivesMatter #Canada,1,0,1
7697,7697,10668,1,1,0,0,1,1,"Good morning, St. John's, NL. #Canada http://t.co/TstRJxAWOc",1,1,1
7698,7698,10669,1,1,1,1,0,0,Behind the scenes on stage with @sunriseon7 in Niagara Falls!!! 4of5 cities #Sunrise #Canada,1,1,1
7699,7699,10670,0,1,1,1,1,1,Just kickin' it at C.J.s Skateboard Camp. @cjskatepark #etobicoke #toronto #ontario #canada #awesome #amazing,1,1,1
7700,7700,10671,1,1,1,1,0,0,We're making #Daycare Affordable in #Canada Learn about our Privately-Funded Subsidy Program! http://t.co/mAvFeVqKWE,1,1,1
7701,7701,10672,1,0,1,0,0,0,Lunch! (kidding). #summer #daytrip #canada #ontario #nature #trees #cottage #green #lake #creature #friend #kindness,1,0,1
