ID,RawText,Text,Image,Label
14818,the is the between and cross it frequently and do not look back,neutral,neutral,neutral
14819,tessa says,positive,positive,positive
14820,thanks for i like your i am a follower here is a brad,positive,positive,positive
14821,rachel sv parry featured artist in art battle 308 tuesday september 22nd 8 00pm the great hall,neutral,neutral,neutral
14822,ready for a great game,positive,positive,positive
14823,thank you,positive,positive,positive
14826,we lost 3 fire fighters in the wild fires pray for their families amp the safety of all,negative,neutral,positive
14827,we are giving away free tickets to pangea fest start a tab win a ticket,positive,positive,positive
14828,congrats to this who won a prize pack at the premier in gloucester,neutral,positive,positive
14829,enjoying some fresh because strawberries still,positive,positive,positive
14831,original canadian landscape paintings arrived in the byward market today,positive,positive,positive
14832,the murals in restaurants are on par with the food in museums peter de vries com,positive,positive,positive
14833,mermaid magic,positive,positive,positive
14834,work at home guru inspires us to overcome our obstacles feature,neutral,neutral,neutral
14835,kicking off our launch party with wine punch served by come with us,positive,positive,positive
14837,swiss apls oil painting by artist,neutral,neutral,neutral
14838,me after listening to,neutral,negative,positive
14840,chewing bubblegum and rockin on w,positive,neutral,positive
14841,barn quilts all over town in wellington on like jewelry for buildings,neutral,positive,positive
14842,a new addition to the my son owen 2 days old watching from home,positive,positive,positive
14843,making some final touch ups before on our super mario installation piece,positive,neutral,positive
14844,climbing the make over mountain,positive,positive,positive
14845,stay sharp do not lose focus and stay committed to your studies best to always be prepared,neutral,positive,positive
14846,drop in and say hi sept 18 19 20,positive,positive,positive
14847,myth organic standards are weakened by big organic,positive,positive,positive
14849,see our latest ny and click to apply baker day,positive,positive,positive
14850,great event representing,positive,positive,positive
14851,waiting for in is now djing,neutral,neutral,neutral
14852,gets a new poster ahead of nov 20 release,neutral,positive,positive
14853,amazing world pictures roman radiance by elia locardi,positive,positive,positive
14854,strawberry gin from is coming for your tastebuds at,positive,positive,positive
14855,my is in this collection by,neutral,neutral,neutral
14857,a cool birdhouse stoplight,neutral,neutral,neutral
14858,guess what we are launching thursdays another reason to at your favourite bar,positive,positive,positive
14859,can you recommend anyone for this mi,neutral,neutral,neutral
14860,yeah arrived in a soggy toronto looks like a beautiful place next stop,positive,positive,positive
14862,great pizza amp music gathering at community farm last night,positive,positive,positive
14863,baby will not you come my way,positive,positive,positive
14864,new video the great escarpment book by,positive,neutral,positive
14865,what i love about myself is my persistence to live in harmony governed by love,positive,positive,positive
14866,american village 1912 by edward hopper,positive,positive,positive
14867,how rad is this,neutral,neutral,neutral
14868,mariachi ghost this afternoon tonight much much more,positive,positive,positive
14869,the most wonderful time for beer book now leave it all to us,positive,positive,positive
14870,painting live lapeer days 2015 with,neutral,positive,positive
14871,interns wanted i am 4 several positions with my,positive,positive,positive
14872,know that i in these days thanks for the you,neutral,positive,positive
14873,you are listening to live 36p on it is talk radio wout the crazy,neutral,neutral,neutral
14875,the craig blake on a hazy day,neutral,positive,positive
14876,what do you guys think have you heard it yet,positive,positive,positive
14877,bigwhiteroses,neutral,positive,positive
14878,the lovely caribbean queen s pat dhillon rocking her bamboo tshirt in nyc,neutral,positive,positive
14879,bogies hair is so black and greenstreets is so white,neutral,neutral,neutral
14880,lebasque,neutral,neutral,neutral
14881,for deal consideration amber smoke,neutral,neutral,neutral
14882,doing his thang,neutral,neutral,neutral
14883,getting their on making going back to school more fun,positive,neutral,positive
14884,last until easy paced 10kmy begs you sure i can not run w you,neutral,positive,positive
14885,shahriar dastoornezhad featured artist in art battle 308 tuesday september 22nd 8 00pm great hall,positive,positive,positive
14886,black white and maroon showcased lace sheer and light textiles give an airy feel,positive,positive,positive
14888,final 1 umbc 2 ricard 1g 2pts ricci 1a 1pt,neutral,neutral,neutral
14889,a rainy sunset,positive,positive,positive
14890,company picnic is underway at canalside,positive,positive,positive
14891,apparently it is game over is pac man a activist now,neutral,negative,positive
14892,new month new picture only 8 days till the starts on,positive,positive,positive
14893,by at,positive,positive,positive
14894,begins in 321,neutral,positive,positive
14896,jr fillion high life prod by quince dropping this friday photo by nikar,positive,neutral,positive
14898,here is a screenshot of our app now in beta for ios,positive,positive,positive
14899,putting together influx out of 10000 mushroom blocks was fun,positive,positive,positive
14900,i see you more tgt game board fun,neutral,neutral,neutral
14901,ongoing today at the 1st,neutral,neutral,neutral
14902,recent series based on photographs of architecture,positive,neutral,positive
14903,new eventparty room ready to go at,positive,positive,positive
14904,we have on this morning they are calling in to talk about their debut album out today,positive,positive,positive
14905,consult this for how to build smarter,positive,positive,positive
14906,think you missed the mark feels more like telling us to eat out than attempt home cooking,neutral,neutral,neutral
14907,yeah i think i won,positive,neutral,positive
14908,countdown till friday september 18 2015 along the 600 block of main st,positive,positive,positive
14909,interviewing passionate head start staff for learning never ends,positive,positive,positive
14910,thanks for your support cllr,positive,positive,positive
14911,feeling class it up in our newly redone rooms,positive,positive,positive
14913,exhibit is up at come see italian art and history in vancouver,positive,positive,positive
14915,how to overcome an ugly underpass use it to host a public meeting and show serve wine,positive,neutral,positive
14917,over my back yard,positive,neutral,positive
14918,did you enjoy reunion amp meeting sweetie,neutral,positive,positive
14919,do not you just love the rich oil texture that is distinctly,positive,positive,positive
14920,welcome back students do not miss the 2015 faculty show opening tommorrow,neutral,neutral,neutral
14921,locavore by mary anne barkhouse now congrats on a beautiful installation piece,positive,neutral,positive
14923,annual featuring local vintage goods coming to woodhaven,neutral,neutral,neutral
14924,follow the water you follow the yield great info on elevation data implementation,positive,positive,positive
14925,blurred ride,positive,positive,positive
14926,doloce notte herbert james draper,neutral,neutral,neutral
14927,canadian technology takes to the air,positive,positive,positive
14929,les alyscamps falling autumn leaves,positive,neutral,positive
14930,finally sorted out the budget for my grant application now i can focus on the fun stuff,positive,positive,positive
14931,song for a reason,neutral,neutral,neutral
14932,follow us,positive,positive,positive
14934,what is a wedding guest who does not take a million selfies boring,positive,positive,positive
14936,amp amp from the surface of the this morning before dawn in,positive,positive,positive
14938,awesome edm and top 40 remixes for the summertime sponsered by,positive,positive,positive
14940,agreed from the hallwaybackpacks music from classrooms and students oh my,positive,positive,positive
14941,behind the bar,positive,positive,positive
14943,what other give you 4 privacy options only,neutral,neutral,neutral
14944,checked in at loews hotel vogue in montrealperfect hotel for,neutral,neutral,neutral
14945,found some cool graffitis today in toronto,positive,positive,positive
14946,my drawing of sir paul,neutral,neutral,neutral
14947,the tour feat amp hit the stage of the aug 28th,neutral,positive,positive
14948,northern rocks,positive,positive,positive
14949,in is a go here is what you need to know to eat your way through,positive,positive,positive
14950,finally met the beautiful angels,positive,positive,positive
14953,ltthis is genetically incapable of being normal,negative,negative,negative
14954,delicious cherry,neutral,neutral,neutral
14955,the pleasure is all ours thank you for showing so much heart for the,neutral,neutral,neutral
14957,baker night panera bread ny,positive,positive,positive
14958,wrflint,positive,positive,positive
14959,see you tonight for a little txr 4166420730 for glist tonight inside,positive,positive,positive
14960,the show is about to begin in montreal madonna here we are,positive,positive,positive
14962,vera rockline bnotte,positive,positive,positive
14964,last cast 2012 oil 14 x 11 in,neutral,positive,positive
14965,need more for 99,positive,neutral,positive
14966,remember when the door handle to studio 520 came off with inside sunday at work,negative,negative,negative
14967,yeeee haw we were there thanks for the pic did yawl see the balloon,positive,positive,positive
14968,what are new rendering methods in learn 4m,neutral,neutral,neutral
14969,ajmoore relax,neutral,positive,positive
14970,the are looking decadent today last outside market for us visit while it is nice out,neutral,neutral,neutral
14971,great day on the lake,positive,positive,positive
14972,junior jared shupe was our boys team runner of the meet at the milford open,neutral,positive,positive
14974,flowerthrill,positive,positive,positive
14975,about to explode but managed to try all the desserts,negative,negative,negative
14978,3 boys and 3 holes l,positive,positive,positive
14979,120k tweets about,neutral,neutral,neutral
14980,congrats to our newest store park home 2 we have amazing partners for sure,positive,positive,positive
14981,my seat in section 303 i am all the way high,neutral,positive,positive
14983,selfie,positive,positive,positive
14984,do not miss out on s upcoming exhibition with us here is another sneak peek,positive,positive,positive
14985,happens with the generous support from these sponsors,neutral,positive,positive
14986,can you recommend anyone for this ny,neutral,positive,positive
14987,building a studio acoustic covers and more on the way,positive,neutral,positive
14988,mission accomplished 5pecialist challenge,neutral,neutral,neutral
14989,mark the date oct9 avenue nightclub pls rt,neutral,neutral,neutral
14992,happy 2sday,positive,positive,positive
14993,in order to protect the secrets of season 6 scott is going rick on anyones ass,positive,positive,positive
14994,looks like too hard last night somebody call him an,negative,negative,negative
14995,this is what commodities high yield and dow transports all screaming i told you so looks like,negative,negative,negative
14996,more today at for our with at this years 2015,positive,neutral,positive
14997,look what we found when scavenging through a box,neutral,neutral,neutral
14999,mural offers new growth for nutana,positive,positive,positive
15001,how cute the animals have voted they love hehe,positive,positive,positive
15002,getting ready for,neutral,positive,positive
15003,y camp is life yo,negative,neutral,positive
15004,it is a beautiful day in the neighborhood,positive,positive,positive
15005,needed a little to get us through the day also great background,neutral,positive,positive
15007,it is a 90s party all the time here on energy 1035 amanda,neutral,positive,positive
15008,my photography assignment,neutral,neutral,neutral
15009,the last cast 2012 oil 14 x 11in,positive,neutral,positive
15010,a nude dude named david now i too can say i doodled a penis,negative,negative,negative
15011,harper likes to party by himself,positive,positive,positive
15012,for a limited time,neutral,negative,positive
15014,started following love and thanks brad,neutral,positive,positive
15015,fried chicken,positive,positive,positive
15016,moments of stillness teacher nick potenzieri for inside the warrior,neutral,neutral,neutral
15017,darling donkey by trinka roeckelein from our august show,positive,positive,positive
15018,thanks for the great driving tunes,neutral,positive,positive
15019,watching livestream congratstroye love you so much,positive,neutral,positive
15020,my amp is in this sweet collection by,positive,positive,positive
15021,it is the blitz new posts every day all sept by me amp,neutral,neutral,neutral
15022,christine sauve amp panel discusses power of and to,neutral,positive,positive
15023,girls bathing in a creek i dream in colour my real language sometimes it is dark amp sometimes bright,positive,positive,positive
15025,eeek my young living order just arrived and i can not wait to try and the,positive,positive,positive
15027,made pizza last night s got creative with the mustard i dip most everything in mustard,neutral,neutral,neutral
15028,we took a break from studying today much needed,positive,positive,positive
15029,turntherose,positive,positive,positive
15030,janet featured artist in art battle 307 september 24th 6 30pm knoxvilles tavern,positive,positive,positive
15031,have you seen stories we tell ourselves in the main gallery until september 26th,positive,positive,positive
15032,congrats to summer h winner of midnight on the mississippi in the,positive,positive,positive
15033,want to work in mi view our latest opening,positive,positive,positive
15034,of the day,neutral,positive,positive
15036,let us go eskies,positive,positive,positive
15037,studio sale starts this weekend up to 40off,positive,neutral,positive
15038,the podcast today dr a peacebuilder of many colors,positive,positive,positive
15039,probably the most hype game i have ever played in,positive,positive,positive
15040,my first visit to,positive,positive,positive
15041,beautiful flowers and lots of lox,positive,positive,positive
15042,first time hearing be like,neutral,negative,positive
15043,even in the rain it was a great victory over those horsemen goesksgo,positive,positive,positive
15045,jays game,neutral,neutral,neutral
15046,pinup of the day,positive,positive,positive
15047,this might be a great fit for you baker night ny,positive,positive,positive
15048,thank you for such a nice at,positive,positive,positive
15049,always learning,positive,neutral,positive
15050,peering into the excavation on the way to camp,neutral,neutral,neutral
15051,i am beyond blessed to live in the town of fayetteville no one will ever forget about nate allen,positive,positive,positive
15052,my latest piece go big and go home,neutral,neutral,neutral
15053,and you are mighty meaningful my muse have a great week ahead jm,positive,positive,positive
15054,i am late but,neutral,neutral,neutral
15055,ty toronto just the beginning 4,positive,positive,positive
15057,worlds first intelligent game controller,positive,positive,positive
15058,playing new for the first time,positive,positive,positive
15059,i absolutely love all of these concept by mary blair for disneys,positive,positive,positive
15060,first day ready boot and all,neutral,neutral,neutral
15061,this guy can rake drink,neutral,neutral,neutral
15063,this might be a great fit for you new business development,positive,positive,positive
15064,you can a black holes and revelations just follow us and email infocom,positive,positive,positive
15065,the gap between amp is still small this might be based on skill,neutral,neutral,neutral
15066,can you recommend anyone for this senior system safety engineer 2015,neutral,neutral,neutral
15069,we are click to apply senior system safety engineer 2015 mi,neutral,positive,positive
15070,finished as queen i had a high vibe meter amp made lvl 29 best yet,positive,positive,positive
15071,toshi fumi hogi is named dampvs japanese export market directorwelcome to the team toshi,positive,neutral,positive
15072,news september is full of deals,positive,neutral,positive
15074,can you recommend anyone for this mi,neutral,neutral,neutral
15075,join the nexteer automotive team see our latest opening here,positive,positive,positive
15076,thanks for the review sonia,positive,positive,positive
15077,in mi mfg eng manager at nexteer automotive,neutral,neutral,neutral
15078,road ready 2000 32 tl for sale at auto auction place your bid now,neutral,neutral,neutral
15079,the resemblance is unreal,positive,positive,positive
15080,get into this brunchers is,neutral,neutral,neutral
15081,help us reach 20000 tell all your friends you do not want to miss this,neutral,neutral,neutral
15083,more from yesterdays,positive,positive,positive
15084,back to school well i guess they can not speed,negative,negative,negative
15085,my banner autobots roller out i am such a dork,neutral,positive,positive
15086,see our latest mi and click to apply systems engineer motor,positive,positive,positive
15087,interested in a near mi this could be a great fit,neutral,neutral,neutral
15088,this might be a great fit for you industrial engineer 2015,positive,neutral,positive
15089,want to work in mi view our latest opening,positive,positive,positive
15090,intel establishes review board,neutral,neutral,neutral
15091,the daily,positive,positive,positive
15092,please take time to donate at our blood drive at the erie county in on 829,neutral,neutral,neutral
15094,ferrari 360 spider looking fresh,positive,positive,positive
15095,ontarians think uber app like services boost economy,neutral,neutral,neutral
15096,this might be a great fit for you electrical system design,positive,positive,positive
15097,mi international tax manager 2015 at nexteer automotive,positive,neutral,positive
15098,manufacturing engineer nexteer automotive mi,positive,positive,positive
15099,on photos from her show last night,neutral,neutral,neutral
15100,interested in a near mi this could be a great fit,positive,positive,positive
15101,want to work in ab view our latest opening,neutral,neutral,neutral
15102,you guys rock 2 new m28 batteries replaced for my baby today and zero hassle,neutral,neutral,neutral
15103,interested in a near mi this could be a great fit,positive,neutral,positive
15105,want 12 price vehicle servicingaccessories,neutral,neutral,neutral
15106,2013 honda civic parting outrebuilder call with your needs 18005295865,negative,negative,negative
15107,want to work in mi view our latest opening,positive,neutral,positive
15108,try out yana virtual relaxation at in,positive,positive,positive
15109,nexteer automotive production supervisor 2015 mi,neutral,neutral,neutral
15110,fixed my picture automatically took my few pics made 1 panoramic,positive,positive,positive
15111,hand drawn poster by bell barfield amp lloyd jays go,positive,positive,positive
15112,nexteer automotive technical accountant 2015 mi,positive,neutral,positive
15113,now that is a wild fermentation,positive,positive,positive
15114,2013 chevy sonic parting outrebuilder call with your needs 18005295865,positive,positive,positive
15116,we are click to apply customer systems engineer 2015 mi,neutral,neutral,neutral
15117,can you recommend anyone for this mi,positive,positive,positive
15118,july 2015 vol3 no7 serial page 29,neutral,neutral,neutral
15119,60 years in business,positive,positive,positive
15120,check out buy 2005 ct cts auto auction,neutral,neutral,neutral
15122,before and after on a dashboard,neutral,neutral,neutral
15123,new generation is longer wider lower lighter and 24 more fuel efficient,positive,positive,positive
15124,interested in a near mi this could be a great fit,neutral,neutral,neutral
15125,mi mechanical product engineer at nexteer automotive,neutral,neutral,neutral
15126,so this just happened,positive,positive,positive
15127,personal best on 61 seconds 217,positive,positive,positive
15128,want to work in mi view our latest opening,neutral,neutral,neutral
15129,alert manufacturing controls nexteer automotive mi,positive,positive,positive
15130,warming up the floor for the first time it is getting toasty with the whole bathroom is,neutral,neutral,neutral
15131,want to work in mi view our latest opening,neutral,neutral,neutral
15132,in mi industrial engineer 2015 at nexteer automotive,positive,positive,positive
15133,we are looking for a leader executive vp of operations,neutral,neutral,neutral
15134,this might be a great fit for you embedded systems software,positive,positive,positive
15135,mi value enhancement manager 2015 at nexteer automotive,positive,neutral,positive
15136,can you recommend anyone for this mi,neutral,neutral,neutral
15137,supplier quality engineer 2015 nexteer automotive mi,neutral,neutral,neutral
15138,strategic planning analyst 2015 nexteer automotive mi,neutral,positive,positive
15139,we are read about our latest opening here product engineer,neutral,neutral,neutral
15140,we are read about our latest opening here financial analyst 2015,positive,positive,positive
15141,ending soon ca email me now yournextautocom,positive,positive,positive
15143,bringing that back,positive,positive,positive
15144,what are you collecting these days,neutral,neutral,neutral
15145,heavy diesel technician 1000 sign on bonus wm oh,positive,positive,positive
15146,help us reach 20000 tell all your friends you do not want to miss this,negative,neutral,positive
15147,welcome to idc corporation in dimondale mi,neutral,neutral,neutral
15148,you both did that today for me ty,neutral,positive,positive
15149,can you recommend anyone for this nvh engineer 2015 mi,neutral,neutral,neutral
15150,nexteer automotive plant manufacturing engineer mi,positive,positive,positive
15151,met a great new doc yesterday feeling encouraged,positive,positive,positive
15152,look at those scrubs lol jk,neutral,positive,positive
15153,if you are a professional in mi check out this,neutral,neutral,neutral
15154,see our latest mi and click to apply manufacturing engineer,neutral,neutral,neutral
15155,aerial photo of the car lot,positive,neutral,positive
15156,nexteer automotive manufacturing it manager 2015 mi,positive,positive,positive
15158,oh what century would this even make sense,positive,positive,positive
15159,if you are a professional in mi check out this,neutral,positive,positive
15160,pic of the day before and after,neutral,neutral,neutral
15161,we are at the central process amp show come by the booth to see the demos,neutral,neutral,neutral
15162,please take time to donate at our blood drive at the erie county in on 829,positive,positive,positive
15163,can you recommend anyone for this oh,positive,positive,positive
15164,can you recommend anyone for this mi,neutral,positive,positive
15166,time to take a break,neutral,neutral,neutral
15167,what a special suprise to find s autograph in the second hand copy of his i got online,neutral,neutral,neutral
15168,road ready 2013 rx 350 35l 6 for place your now,positive,neutral,positive
15169,alert product engineer 2015 nexteer automotive mi,neutral,neutral,neutral
15170,is still slightly ahead of i think i am an autobot person anyway,neutral,neutral,neutral
15171,want to work in mi view our latest opening,positive,positive,positive
15172,if you are a professional in mi check out this,neutral,neutral,neutral
15173,got this thing going on now makes this a piece of cake to stitch,neutral,neutral,neutral
15174,i am huge fan of they have been making iconic cars since 1940,positive,positive,positive
15175,seriously i have to babies now,positive,positive,positive
15176,if you see this man or any of the motor city car club folksthank them for an awesome show,positive,positive,positive
15177,yo check out this awesome rap created via,neutral,neutral,neutral
15178,day 2 with the new xse and i am still in love with the new design,positive,positive,positive
15179,this might be a great fit for you manufacturing engineer 2015,neutral,neutral,neutral
15180,is ahead of but barely so this might be close,neutral,neutral,neutral
15181,mi customer systems engineer 2015 at nexteer automotive,neutral,positive,positive
15183,some before and after shots of a that definitely needed a,neutral,neutral,neutral
15185,join the nexteer automotive team see our latest opening here,neutral,neutral,neutral
15186,15 min away from the 2015 fantasy football draft where is my cogm,positive,positive,positive
15187,can you recommend anyone for this mi,positive,positive,positive
15188,see our latest mi and click to apply embedded systems software,positive,positive,positive
15189,interested in a near mi this could be a great fit,neutral,positive,positive
15190,ron and amy are so happy to join in the honda family enjoy your sharp awd element,neutral,positive,positive
15191,this might be a great fit for you plant manufacturing engineer,positive,positive,positive
15192,decepticons edges out autobots when you use and,neutral,neutral,neutral
15194,sneak peek of jieun michaels wedding yesterday,positive,positive,positive
15195,we are also on etsy,positive,positive,positive
15197,i love this place,positive,positive,positive
15198,introducing the kilimanjaro the beans latest beautiful with walk out,positive,positive,positive
15199,view,neutral,neutral,neutral
15200,honda crf50 dipped frame swingarm amp covers lucky kid,positive,positive,positive
15201,prime time thursday 5 off any bottle of wine,positive,positive,positive
15202,see you at peepshow 2 days,neutral,neutral,neutral
15203,check out the wild blueberry festival aug 23rd 10am3 30pm,neutral,neutral,neutral
15204,sarah dicks featured artist in art battle 308 tuesday september 22nd 8 00pm great hall,neutral,positive,positive
15205,rt handmade in grange park humble a bit cramped but works ca,positive,positive,positive
15206,reminder this wed 7 am recreation reg in tey,neutral,neutral,neutral
15207,if you live in and drive a vintage car i would like to photograph it giddyup,positive,positive,positive
15208,i am looking for a renter on 856 kingston rd,neutral,neutral,neutral
15209,mistaken identity yongebirch leaside,neutral,neutral,neutral
15210,i have been waiting 22 years to see this for playoff baseball in,neutral,neutral,neutral
15211,roughly 100 guests 48 hours 1 guinness world record,positive,positive,positive
15212,peekaboo party kept things fun with this longer layered look,positive,positive,positive
15213,mine are still onin bed good morning,positive,positive,positive
15214,the sign will not last 15 months let alone 15 years already being held together by tape cc,neutral,neutral,neutral
15215,a great book to read for any small business owner,positive,positive,positive
15216,hey let us play together at the tonight k,neutral,neutral,neutral
15218,two weeks from tonight looking forward to this show in at hope you can join us,positive,neutral,positive
15219,love hang it on your wall iconic framed photos in colour and monochrome by,positive,positive,positive
15220,if you are wondering where to go tonight it is adelaide hall for,positive,positive,positive
15221,wish i was there,neutral,neutral,neutral
15222,by opens this week join us amp jeremy this saturday sept 14th 14pm,neutral,neutral,neutral
15223,looks like it is going to be super hazy in,positive,positive,positive
15224,time w spiced rice i love cooking,positive,positive,positive
15225,we are open fr 116 30pm for at so come say hi we would love to see you,neutral,neutral,neutral
15226,request to pick up dead raccoon along martin grove put in yesterday,negative,negative,negative
15227,sampcs wedding,positive,positive,positive
15228,it is live sold out,positive,neutral,positive
15229,i am looking for a buyer on 621 greenwood ave,neutral,neutral,neutral
15230,roughly 100 guests 48 hours 1 guinness world record,positive,positive,positive
15231,we are hiring keep an eye on our culture page for current opportunities,neutral,positive,positive
15232,if you travel to do come amp visit thanks for the follow,positive,neutral,positive
15233,roughly 100 guests 48 hours 1 guinness world record,positive,positive,positive
15234,in t minus 12 of what you can expect to see,positive,neutral,positive
15235,was great,positive,positive,positive
15236,toronto beautiful and eclectic city,positive,positive,positive
15237,i love,positive,positive,positive
15239,pop culture overload hits sept 3rd 6th as takes over,neutral,neutral,neutral
15240,who is hungry it is lunch time at pv,positive,positive,positive
15241,now offering custom water jetting custom parts plaques amp everything else,neutral,neutral,neutral
15244,salsabachata beginner classes with lauren lyn,positive,positive,positive
15245,volunteer opportunity canadian dance assemblys 2015 conference,neutral,positive,positive
15246,save on amp more at the outlet on eglinton in,positive,positive,positive
15247,hanging with at the conference in yesterday,positive,positive,positive
15248,a station nassau ave queen street e in,neutral,neutral,neutral
15249,come party with this sat for with party boys,neutral,neutral,neutral
15250,it is so we are reminiscing about the tasty glasses of red and white from,positive,positive,positive
15251,dance an ting the fall workout series,positive,positive,positive
15252,see a video tour of my 35 saranac blvd,neutral,neutral,neutral
15254,gorgeous horizon on the drive home today,positive,positive,positive
15255,yogis of our yorkville shopping party starts now save 30 amp enjoy goodies,positive,positive,positive
15256,dear members join free 3day hr amp payroll summit in in october,positive,positive,positive
15257,hot damn becca in our tiedye romper dye,neutral,positive,positive
15258,aug 21 book launch of via,neutral,neutral,neutral
15259,rooftop view,positive,positive,positive
15260,good to see newest 24hr location at gerrardbay sts,positive,positive,positive
15261,full global coverage of,neutral,neutral,neutral
15262,john i really try to embody 90s high school,neutral,neutral,neutral
15263,why did i not get into baseball sooner shameless,negative,neutral,positive
15264,spending labor day weekend in canada,neutral,negative,positive
15267,congrats on your amazing lofficiel italia cover,neutral,neutral,neutral
15268,celebration of dance showcase,positive,positive,positive
15269,keeping cool in the heat,neutral,positive,positive
15270,frontline news flash new hot spot this friday flirt inside crawford lounge 718 college st,positive,positive,positive
15271,hard to go wrong with at in this is the special roll so good,positive,positive,positive
15272,fixer upper home sells for 1m,neutral,neutral,neutral
15273,if you are looking for something delicious to try today grab a veal on a kaiser for only 365 hst,positive,positive,positive
15274,just another migration season in canada,neutral,neutral,neutral
15275,turnt up last night,positive,neutral,positive
15277,aziza best breakfast brunch in town,positive,positive,positive
15278,kayaked all the way west on the humber river and biked all the way east through tommy thompson park,positive,positive,positive
15279,mexicos independence celebration with the community in viva mexico,positive,neutral,positive
15280,another summer in paradise city comes to an end,negative,negative,negative
15281,the 6th annual delicious wild blueberry festival will be today,positive,positive,positive
15282,elliot is so cute and snugly adoption profile here,positive,positive,positive
15283,seats available for our upcoming test on september 19th book now,positive,positive,positive
15284,just sublime lea silk blouse by stine goya,positive,positive,positive
15285,super psyched for s sold out 1 year anniversary tonight congrats,neutral,positive,positive
15286,see a video tour of my 895 cosburn ave,positive,positive,positive
15287,sick wall by at dundas and souaren,neutral,neutral,neutral
15288,ominous clouds over,neutral,neutral,neutral
15290,a definite oh romeo balcony,positive,positive,positive
15291,i went to casa loma on last monday,neutral,positive,positive
15292,another night in another being produced,positive,neutral,positive
15294,can not wait to see this show at the rom,positive,neutral,positive
15295,how crown realty has breathed new life into 400 university,neutral,positive,positive
15296,roughly 100 guests 48 hours 1 guinness world record,positive,positive,positive
15297,just met of at all the best on august 23rd,neutral,neutral,neutral
15298,laural in her own words,neutral,negative,positive
15299,in on route service sales representative at cintas corporation,neutral,neutral,neutral
15300,gosh it is a beautiful day in today,positive,positive,positive
15301,burgers are our no 1 seller try one416 961 1600 for reservations,positive,positive,positive
15303,he is a whippet but my fave dog in all of is an italian greyhound amp my new style icon,neutral,positive,positive
15306,sept 10 album release,neutral,neutral,neutral
15307,toronto salsa practice every saturday,positive,positive,positive
15308,it is the final day of the mabuhay philippines festival at david pecaut square photo credit,positive,positive,positive
15309,iconic brigitte bardot,positive,positive,positive
15310,not a fan of stock count,positive,positive,positive
15311,went to today with for the first time loved all the treats and bakery goodies,positive,neutral,positive
15312,this was my last toronto sunset,positive,positive,positive
15316,solid wood made in canada check us out showroom 700 kipling ave ont,neutral,neutral,neutral
15317,the proflific at i am a rescue animal advocate,neutral,neutral,neutral
15318,great opening night reception looking forward to tomorrow featuring,neutral,neutral,neutral
15319,all packed and ready to go,positive,positive,positive
15320,flying first class to my hometown goodbye toronto,positive,positive,positive
15321,y did not ya marryme a week ago i told m mom nxt time she saw me i wuld b a married woman,positive,positive,positive
15322,toronto gardens always include a car,negative,negative,negative
15323,you know i am only 24 i am just trying to live my life and be happy more at,positive,positive,positive
15324,4 days i will be because of,neutral,negative,positive
15326,big day out 2 comes to the sept 12th amp 13th for 4 shows,positive,neutral,positive
15327,just inamazing tricolored,positive,neutral,positive
15328,first preview down with in i got 12 more days in this town come amp say hi,positive,positive,positive
15329,best show ever,positive,positive,positive
15330,hangin at in this does not suck,positive,positive,positive
15332,head to scarborough this weekend for tamil fest,neutral,neutral,neutral
15334,lover it is time for our 2ndhoneymoon love you island,positive,positive,positive
15335,see last post,positive,positive,positive
15336,ashbridges bay skate park canada flow some fun,neutral,negative,positive
15337,2013 argento reserva with to finish off another great day,positive,positive,positive
15338,the view from a brisk morning watch,positive,positive,positive
15339,sooo excited tomorrow i am finally seeing you,positive,neutral,positive
15340,see a virtual tour of my listing on 35 saranac blvd,positive,positive,positive
15341,join us for dinner at pv late night dining thu sat till midnight,neutral,neutral,neutral
15342,tiff bound,neutral,neutral,neutral
15344,continues throughout the long weekend at the,positive,positive,positive
15345,last long weekend of summer lots to do amp see including air show amp series,positive,positive,positive
15346,returns to the sept 11th13th plan your wedding all under one roof,neutral,positive,positive
15347,codingcoffeecatch upssummer vibes,positive,positive,positive
15348,sweet tooth,positive,positive,positive
15349,amaizing and in with,neutral,positive,positive
15350,i am feeling it tonight here we come,neutral,positive,positive
15351,say hello to my city hope you guys make it out to some day soon,positive,positive,positive
15352,room with a view a mini at,neutral,neutral,neutral
15353,it is a little known fact that post concert depression pcd is actually categorized in the dsmiv,neutral,neutral,neutral
15354,a light snack before running off to our dinner reservation,positive,positive,positive
15355,its so soon i am going to cry i am so excited,neutral,positive,positive
15356,enjoying the kensington market is very cool,neutral,neutral,neutral
15357,had lots of fun in this weekend definitely a place i hope to visit again,positive,positive,positive
15358,pretty sure this is the ultimate question in life and the arrow to the left is the answer,neutral,neutral,neutral
15359,last chance to attend our free ielts workshop tomorrow to join email infocom,neutral,neutral,neutral
15361,the best view in the city,positive,positive,positive
15362,now this i would try bubs badass burgers spicy cheeseburger amp fried chicken together on a burger,positive,positive,positive
15363,who will take home the past winners include intolerable fugitive pieces cats eye,positive,neutral,positive
15364,this gorgeous is going to a good home if you are interested and in send us a private message,positive,positive,positive
15365,happy birthday to meeee,positive,positive,positive
15366,tiff was not the only hot event in the city great people and food,positive,positive,positive
15367,probably the best concert i have watched to date,positive,positive,positive
15368,i am continuously amazed at the places you find in the greatest city in the world,positive,positive,positive
15369,hey you guys movie night with the moon saturn sagittarius and the goonie,positive,positive,positive
